time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-09-02T02:28:47.000Z,37.117,29.13,4.6,3.3,md,6,240.7,,,us,usp000gg6p,2014-11-07T01:37:06.111Z,"32 km S of Nikfer, Turkey",earthquake,,,,,reviewed,isk,ath
2008-09-02T01:57:25.900Z,41.65,23.99,16,3.3,md,15,146.7,,,us,usp000gg6m,2014-11-07T01:37:06.071Z,"3 km N of Satovcha, Bulgaria",earthquake,,,,,reviewed,ath,ath
2008-09-02T00:59:57.300Z,38.32,21.9,12,2.8,md,5,110.2,,,us,usp000gg6j,2014-11-07T01:37:06.054Z,"7 km NE of Áno Kastrítsi, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-02T00:40:42.600Z,37.89,21.43,25,3.2,md,10,142.9,,,us,usp000gg6h,2014-11-07T01:37:06.050Z,"5 km NE of Synoikismós Chavaríou, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-02T00:10:29.300Z,37.82,21.42,18,3.2,md,5,151.2,,,us,usp000gg6g,2014-11-07T01:37:06.048Z,"4 km SE of Chávari, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T23:33:19.600Z,37.91,21.43,20,3.2,md,9,140.8,,,us,usp000gg6d,2014-11-07T01:37:06.016Z,"7 km NNE of Synoikismós Chavaríou, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T23:13:47.000Z,35.85,23.55,14,2.8,ml,13,176.7,,,us,usp000gg6a,2014-11-07T01:37:05.999Z,"40 km NNW of Kolympári, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T22:52:52.600Z,36.31,21.84,5,3.3,md,6,235.9,,,us,usp000gg68,2014-11-07T01:37:05.986Z,"54 km S of Koróni, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T20:00:01.200Z,38.04,21.55,16,3,ml,11,119.9,,,us,usp000gg63,2014-11-07T01:37:05.661Z,"9 km WSW of Káto Mazaráki, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T18:17:35.200Z,39.53,20.7,20,3.1,md,4,117.6,,,us,usp000gg5z,2014-11-07T01:37:05.592Z,"14 km WSW of Pediní, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T16:20:58.300Z,37.98,21.59,5,3,md,4,151.1,,,us,usp000gg5s,2014-11-07T01:37:05.501Z,"11 km SSW of Káto Mazaráki, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T11:58:31.000Z,37.903,27.128,3.3,3.1,ml,19,96.4,,,us,usp000gg5d,2014-11-07T01:37:05.424Z,"12 km WNW of Ku?adas?, Turkey",earthquake,,,,,reviewed,isk,isk
2008-09-01T09:19:08.000Z,38.899,26.081,2.8,2.9,ml,6,131.8,,,us,usp000gg54,2014-11-07T01:37:05.322Z,"21 km SSW of Polichnítos, Greece",earthquake,,,,,reviewed,isk,isk
2008-09-01T08:04:06.700Z,38.02,21.52,16,3.2,md,8,123.5,,,us,usp000gg50,2014-11-07T01:37:05.266Z,"12 km SE of Lápas, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T04:58:48.100Z,35.77,26.33,44,3.2,md,9,80.1,,,us,usp000gg4p,2014-11-07T01:37:04.936Z,"63 km N of Palekastro, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T02:31:06.000Z,38.01,21.53,14,2.7,md,8,123.9,,,us,usp000gg4d,2014-11-07T01:37:04.279Z,"12 km WSW of Káto Mazaráki, Greece",earthquake,,,,,reviewed,ath,ath
2008-09-01T00:22:28.600Z,34.68,24,13,3.1,md,5,266,,,us,usp000gg46,2014-11-07T01:37:03.493Z,"18 km SSW of Kastrí, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T23:56:43.500Z,35.15,23.44,43,3.8,mb,54,111.1,,,us,usp000gg43,2014-11-07T01:37:02.441Z,"23 km WSW of Palaióchora, Greece",earthquake,,,,6,reviewed,ath,us
2008-08-31T21:35:23.400Z,34.98,23.66,30,3.1,md,5,251.4,,,us,usp000gg3w,2014-11-07T01:37:02.427Z,"27 km S of Palaióchora, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T21:24:25.200Z,35.16,23.42,59,3.3,m,30,111.1,,,us,usp000gg3v,2014-11-07T01:37:02.423Z,"25 km WSW of Palaióchora, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T21:21:40.300Z,35.09,23.47,62,3.4,m,16,236.1,,,us,usp000gg3u,2014-11-07T01:37:02.421Z,"24 km SW of Palaióchora, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T17:13:12.500Z,34.51,24.01,19,3.1,md,5,274.7,,,us,usp000gg3f,2014-11-07T01:37:02.392Z,"36 km S of Kastrí, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T16:51:51.840Z,41.824,23.084,10,3.2,md,14,131.2,,1.49,us,usp000gg3e,2014-11-07T01:37:02.389Z,"7 km SSW of Simitli, Bulgaria",earthquake,,0,,,reviewed,us,ath
2008-08-31T11:23:44.400Z,35.27,23.38,22,3.2,md,4,255.9,,,us,usp000gg2y,2014-11-07T01:37:02.348Z,"27 km W of Palaióchora, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T11:06:36.700Z,34.89,24.93,31,2.9,md,5,252.1,,,us,usp000gg2w,2014-11-07T01:37:02.345Z,"18 km SSE of Moíres, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T08:41:12.500Z,37.26,26.52,32,3.3,md,4,301.8,,,us,usp000gg2m,2014-11-07T01:37:02.318Z,"5 km SSW of Pátmos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T04:39:06.000Z,37.876,27.054,5,3.3,md,7,176.2,,,us,usp000gg24,2014-11-07T01:37:02.235Z,"15 km NNE of Samos, Greece",earthquake,,,,,reviewed,isk,isk
2008-08-31T02:07:49.100Z,35.52,26.23,40,2.9,md,7,158.5,,,us,usp000gg1r,2014-11-07T01:37:02.210Z,"35 km N of Palekastro, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T01:44:06.900Z,34.97,22.62,37,3.4,md,7,261.4,,,us,usp000gg1p,2014-11-07T01:37:02.207Z,"101 km WSW of Palaióchora, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-31T00:32:59.310Z,42.39,25.712,10,2.6,ml,14,234.4,,,us,usp000gg1h,2014-11-07T01:37:02.160Z,"7 km SE of Stara Zagora, Bulgaria",earthquake,,,,,reviewed,buc,buc
2008-08-30T23:45:29.270Z,35.02,33.856,36,2.9,md,5,325.8,,,us,usp000gg1e,2014-11-07T01:37:02.080Z,"2 km SE of Avgórou, Cyprus",earthquake,,,,,reviewed,nic,isk
2008-08-30T23:36:02.900Z,38.88,21.18,7,2.8,md,5,178.7,,,us,usp000gg1b,2014-11-07T01:37:02.044Z,"2 km WSW of Sardínia, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T22:09:03.000Z,35.29,26.57,6,2.7,md,6,177.1,,,us,usp000gg1a,2014-11-07T01:37:02.042Z,"30 km ENE of Palekastro, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T19:40:03.000Z,38.36,20.82,4,2.8,md,4,150.6,,,us,usp000gg10,2014-11-07T01:37:02.010Z,"8 km E of Itháki, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T17:40:22.300Z,35.96,24.56,46,3.1,md,5,188.3,,,us,usp000gg0v,2014-11-07T01:37:02.000Z,"59 km NE of Mouzourás, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T16:49:23.500Z,37.64,21.3,10,3.5,ml,17,166.7,,,us,usp000gg0s,2014-11-07T01:37:01.994Z,"13 km WSW of Pýrgos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T15:08:49.300Z,37.88,26.65,24,3,ml,15,147.7,,,us,usp000gg0n,2014-11-07T01:37:01.988Z,"10 km NNW of Néon Karlovásion, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T11:45:52.400Z,34.77,25.2,14,3.1,md,7,232.3,,,us,usp000gg09,2014-11-07T01:37:01.826Z,"26 km S of Pýrgos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T10:15:23.000Z,35.55,26.69,8,3.1,md,7,183.6,,,us,usp000gg06,2014-11-07T01:37:01.811Z,"25 km NW of Fry, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T09:06:15.500Z,34.63,24.92,5,3.1,md,7,254.1,,,us,usp000gg01,2014-11-07T01:37:01.799Z,"46 km SSW of Pýrgos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T08:27:47.600Z,34.97,22.53,8,3.4,md,5,267.7,,,us,usp000gfzz,2014-11-07T01:37:01.600Z,"108 km WSW of Palaióchora, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T08:27:20.900Z,34.91,24.63,21,3,md,5,232.7,,,us,usp000gfzy,2014-11-07T01:37:01.599Z,"21 km SSW of Agía Galíni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T06:33:50.100Z,37.51,22.69,68,2.5,m,15,74.6,,,us,usp000gfzn,2014-11-07T01:37:01.292Z,"10 km SSW of Néa Kíos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T05:35:17.600Z,35.73,26.36,37,2.8,md,5,215.1,,,us,usp000gfzj,2014-11-07T01:37:01.284Z,"59 km N of Palekastro, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T04:50:59.300Z,34.73,23.47,20,3.3,md,4,321.8,,,us,usp000gfzg,2014-11-07T01:37:01.281Z,"57 km WSW of Kastrí, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T04:50:43.600Z,40.66,23.63,29,3,md,5,122.3,,,us,usp000gfzf,2014-11-07T01:37:01.280Z,"7 km SW of Néa Vrasná, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-30T02:12:00.200Z,36.1,21.63,27,2.9,md,6,230.9,,,us,usp000gfza,2014-11-07T01:37:01.249Z,"80 km S of Methóni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T23:35:09.100Z,35.21,26.58,59,3.5,md,9,197.9,,,us,usp000gfz5,2014-11-07T01:37:01.232Z,"29 km E of Palekastro, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T22:28:38.600Z,37.71,21.17,8,3.2,md,5,182.5,,,us,usp000gfz0,2014-11-07T01:37:01.219Z,"16 km SSE of Arkoúdi, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T22:16:09.600Z,37.31,20.69,4,3.3,md,6,236.9,,,us,usp000gfyz,2014-11-07T01:37:01.217Z,"Ionian Sea",earthquake,,,,,reviewed,ath,ath
2008-08-29T20:22:27.600Z,38.63,20.6,28,3.2,md,6,149.3,,,us,usp000gfyv,2014-11-07T01:37:01.206Z,"Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T18:26:59.300Z,35.97,21.85,28,3.2,md,4,257.2,,,us,usp000gfyf,2014-11-07T01:37:01.166Z,"92 km S of Koróni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T16:36:43.200Z,35.42,27.6,19,3.4,md,6,227.2,,,us,usp000gfy6,2014-11-07T01:37:01.147Z,"36 km ESE of Karpathos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T16:18:47.000Z,35.23,26.78,17,2.9,md,5,211.7,,,us,usp000gfy5,2014-11-07T01:37:01.145Z,"24 km SSW of Fry, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T15:01:12.400Z,38.44,21.97,8,3.2,ml,20,50.8,,,us,usp000gfxy,2014-11-07T01:37:01.129Z,"13 km ENE of Náfpaktos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T13:39:40.200Z,35.97,23.05,11,3.2,md,4,232.4,,,us,usp000gfxt,2014-11-07T01:37:01.116Z,"20 km SSE of Kýthira, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T13:03:02.400Z,34.64,25.26,25,3,md,5,276.2,,,us,usp000gfxq,2014-11-07T01:37:01.112Z,"41 km SSE of Pýrgos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T12:22:16.000Z,38.41,22.17,32,2.9,md,4,168.3,,,us,usp000gfxp,2014-11-07T01:37:01.110Z,"12 km SSW of Lidoríki, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T09:54:15.800Z,38.86,24.84,35,2.5,ml,13,56.8,,,us,usp000gfxf,2014-11-07T01:37:01.076Z,"24 km ESE of Skýros, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T08:58:39.000Z,32.6,48.7,6,4.4,mb,54,73.6,,,us,usp000gfx7,2014-11-07T01:37:01.033Z,"34 km NE of Shahrak-e K?l?r?, Iran",earthquake,,,,7,reviewed,teh,us
2008-08-29T08:36:33.000Z,36.18,21.22,18,3.5,md,5,260.5,,,us,usp000gfx6,2014-11-07T01:37:01.031Z,"83 km SSW of Methóni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T07:55:54.960Z,45.505,26.328,170,3.9,md,18,82.5,,,us,usp000gfx3,2014-11-07T01:37:01.026Z,"5 km ENE of Ca?oca, Romania",earthquake,,,,,reviewed,buc,irsa
2008-08-29T07:27:52.300Z,37.8,21.08,11,3,md,4,264.5,,,us,usp000gfx1,2014-11-07T01:37:01.023Z,"5 km SSW of Arkoúdi, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T06:54:22.400Z,35.66,26.77,25,3.3,md,13,110.5,,,us,usp000gfwz,2014-11-07T01:37:01.019Z,"30 km NNW of Fry, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T04:49:11.300Z,40.74,23.26,10,2.9,md,7,173.7,,,us,usp000gfwp,2014-11-07T01:37:00.999Z,"10 km W of Askós, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-29T03:20:56.700Z,38.18,21.68,23,3.1,md,5,137.8,,,us,usp000gfwe,2014-11-07T01:37:00.982Z,"0 km SW of Royítika, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T22:28:53.400Z,37.89,21.32,18,3.2,md,4,261.9,,,us,usp000gfvw,2014-11-07T01:37:00.938Z,"1 km SE of Traganón, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T20:28:08.400Z,34.83,24.91,30,3.1,md,5,260.3,,,us,usp000gfvp,2014-11-07T01:37:00.917Z,"24 km S of Moíres, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T19:24:16.280Z,34.456,32.819,22,2.8,ml,6,256.8,,,us,usp000gfvj,2014-11-07T01:37:00.910Z,"25 km SSW of Kolossi, Cyprus",earthquake,,,,,reviewed,nic,nic
2008-08-28T12:10:34.900Z,37.89,21.31,5,3,md,4,151.8,,,us,usp000gfub,2014-11-07T01:37:00.699Z,"0 km SSW of Traganón, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T11:24:04.900Z,35.86,21.58,33,3.4,ml,44,181,,,us,usp000gfu6,2014-11-07T01:37:00.687Z,"107 km S of Methóni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T09:31:00.800Z,40.69,23.32,25,3,md,16,93.2,,,us,usp000gfty,2014-11-07T01:37:00.667Z,"8 km SW of Askós, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T06:15:06.000Z,39.79,26.08,5,3.1,md,8,114.5,,,us,usp000gft9,2014-11-07T01:37:00.580Z,"5 km S of Bozcaada, Turkey",earthquake,,,,,reviewed,isk,ath
2008-08-28T06:10:46.800Z,34.93,26.26,5,3.1,md,6,213.5,,,us,usp000gft8,2014-11-07T01:37:00.579Z,"29 km S of Palekastro, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T05:40:18.500Z,39.5,24.28,26,3.1,md,17,90,,,us,usp000gft2,2014-11-07T01:37:00.565Z,"53 km NE of Patitírion, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T04:38:08.090Z,35.099,32.947,9,2.9,ml,6,150.4,,,us,usp000gfsu,2014-11-07T01:37:00.517Z,"8 km E of Léfka, Cyprus",earthquake,,,,,reviewed,nic,nic
2008-08-28T04:00:01.800Z,36.02,21.87,5,3.2,md,4,276.9,,,us,usp000gfsq,2014-11-07T01:37:00.507Z,"86 km S of Koróni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T03:37:23.300Z,35.86,27.75,47,3.5,md,9,196.6,,,us,usp000gfsk,2014-11-07T01:37:00.499Z,"35 km SW of Lárdos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-28T03:37:08.720Z,40.719,20.718,7,4,ml,84,40.8,,,us,usp000gfsj,2014-11-07T01:37:00.492Z,"2 km NE of Maliq, Albania",earthquake,,,,,reviewed,pdg,ath
2008-08-28T03:31:14.910Z,40.656,20.909,13.1,4,ml,74,29.1,,,us,usp000gfsg,2014-11-07T01:37:00.483Z,"7 km WNW of Bilisht, Albania",earthquake,,,,,reviewed,pdg,ath
2008-08-28T03:18:38.100Z,40.72,20.77,5,3.1,md,6,161.9,,,us,usp000gfsd,2014-11-07T01:37:00.478Z,"6 km ENE of Maliq, Albania",earthquake,,,,,reviewed,ath,ath
2008-08-28T01:20:10.500Z,36.96,22.95,42,2.8,md,4,137.3,,,us,usp000gfs0,2014-11-07T01:37:00.413Z,"19 km NNE of Moláoi, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T23:04:15.500Z,32.443,47.366,15.5,3.5,mblg,40,135.9,,,us,usp000gfrk,2014-11-07T01:37:00.329Z,"29 km SSE of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,teh
2008-08-27T21:52:38.110Z,32.308,47.35,10,5.8,mwc,449,35.6,,1.16,us,usp000gfre,2022-07-13T03:55:57.752Z,"43 km S of Dehlor?n, Iran",earthquake,,,,,reviewed,us,gcmt
2008-08-27T19:00:47.000Z,37.076,27.931,6.1,3.3,md,4,223.3,,,us,usp000gfqq,2014-11-07T01:37:00.136Z,"29 km SSE of Milas, Turkey",earthquake,,,,,reviewed,isk,ath
2008-08-27T16:09:38.000Z,36.81,22.87,9,3.3,md,10,130.6,,,us,usp000gfqc,2014-11-07T01:37:00.109Z,"1 km E of Moláoi, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T15:40:33.000Z,37.89,27.25,10,3.3,md,4,268.8,,,us,usp000gfqa,2014-11-07T01:37:00.106Z,"3 km N of Ku?adas?, Turkey",earthquake,,,,,reviewed,ath,ath
2008-08-27T15:30:34.700Z,38.93,23.71,26,2.6,ml,13,149.7,,,us,usp000gfq9,2014-11-07T01:37:00.104Z,"21 km S of Skópelos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T12:59:57.500Z,34.66,24,6,3.1,md,5,267.1,,,us,usp000gfq2,2014-11-07T01:37:00.086Z,"20 km SSW of Kastrí, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T08:19:13.900Z,39.43,20.55,19,3.2,md,6,117.6,,,us,usp000gfpp,2014-11-07T01:37:00.024Z,"5 km SE of Paramythiá, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T07:24:43.000Z,40.37,22.77,5,3.2,ml,28,42.8,,,us,usp000gfpc,2014-11-07T01:36:59.998Z,"12 km SW of Néa Michanióna, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T07:22:39.800Z,38.4,21.91,5,2.8,ml,9,93,,,us,usp000gfpb,2014-11-07T01:36:59.997Z,"7 km E of Náfpaktos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T05:07:42.600Z,36.41,22.05,30,3.2,ml,16,207.8,,,us,usp000gfnz,2014-11-07T01:36:59.897Z,"43 km S of Koróni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T04:45:27.800Z,34.5,24.65,26,3.3,md,6,273.8,,,us,usp000gfnw,2014-11-07T01:36:59.889Z,"63 km SE of Kastrí, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T04:01:22.700Z,36.4,22.08,31,3,md,4,245.2,,,us,usp000gfns,2014-11-07T01:36:59.846Z,"45 km SSE of Koróni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T03:11:33.200Z,36.3,27.71,68,4,mb,83,47,,,us,usp000gfnp,2014-11-07T01:36:59.836Z,"15 km WNW of Émponas, Greece",earthquake,,,,34,reviewed,ath,us
2008-08-27T01:12:38.000Z,37.056,29.15,9.8,3.3,md,6,229.2,,,us,usp000gfne,2014-11-07T01:36:59.762Z,"33 km WSW of Gölhisar, Turkey",earthquake,,,,,reviewed,isk,ath
2008-08-27T01:02:58.600Z,36,27.22,42,2.8,md,6,183.2,,,us,usp000gfnd,2014-11-07T01:36:59.761Z,"54 km N of Karpathos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T00:48:11.600Z,36.7,26.86,28,3,md,6,245.8,,,us,usp000gfnc,2014-11-07T01:36:59.759Z,"10 km WSW of Kéfalos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-27T00:44:55.500Z,37.82,22.07,24,2.9,md,7,106.4,,,us,usp000gfnb,2014-11-07T01:36:59.758Z,"15 km NNE of Langádhia, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T22:47:39.000Z,37.296,26.952,5.3,3.1,md,4,151,,,us,usp000gfn3,2014-11-07T01:36:59.734Z,"18 km NNE of Agía Marína, Greece",earthquake,,,,,reviewed,isk,isk
2008-08-26T21:45:33.600Z,38.41,21.89,10,2.6,md,4,149.4,,,us,usp000gfmy,2014-11-07T01:36:59.727Z,"5 km ENE of Náfpaktos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T17:09:31.300Z,34.65,23.85,35,3.1,md,7,262.1,,,us,usp000gfma,2014-11-07T01:36:59.585Z,"29 km SW of Kastrí, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T16:54:20.200Z,40.36,23.56,10,2.9,md,4,142.4,,,us,usp000gfm9,2014-11-07T01:36:59.584Z,"7 km N of Ormýlia, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T16:33:00.300Z,37.24,26.91,14,3,md,4,143,,,us,usp000gfm7,2014-11-07T01:36:59.580Z,"10 km NNE of Agía Marína, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T16:13:19.000Z,37.302,26.948,5.4,3.2,md,6,150.8,,,us,usp000gfm4,2014-11-07T01:36:59.573Z,"17 km S of Megálo Chorió, Greece",earthquake,,,,,reviewed,isk,isk
2008-08-26T13:50:58.800Z,33.98,23.57,19,3.4,md,4,327.2,,,us,usp000gfkw,2014-11-07T01:36:59.558Z,"105 km SSW of Kastrí, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T13:35:53.800Z,36.14,21.01,20,3.2,md,4,286.2,,,us,usp000gfku,2014-11-07T01:36:59.553Z,"97 km SW of Methóni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T13:20:33.600Z,35.08,23.54,44,2.9,md,4,248.2,,,us,usp000gfks,2014-11-07T01:36:59.551Z,"21 km SW of Palaióchora, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T12:30:59.000Z,37.35,20.88,10,3.6,md,11,230.2,,,us,usp000gfkp,2014-11-07T01:36:59.545Z,"41 km S of Lithakiá, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-26T09:46:25.000Z,36.13,21.87,25,4.3,mb,158,60,,,us,usp000gfkg,2014-11-07T01:36:59.501Z,"74 km S of Koróni, Greece",earthquake,,,,25,reviewed,ath,us
2008-08-26T08:46:35.000Z,36.265,29.487,29.8,3.3,md,7,206.7,,,us,usp000gfkd,2014-11-07T01:36:59.494Z,"6 km E of Kalkan, Turkey",earthquake,,,,,reviewed,isk,ath
2008-08-26T03:07:58.100Z,36.18,23.49,54,3.1,md,7,142.5,,,us,usp000gfjw,2014-11-07T01:36:59.448Z,"45 km E of Kýthira, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T23:35:48.000Z,36.689,28.279,30.8,3,md,12,139.9,,,us,usp000gfj9,2014-11-07T01:36:59.346Z,"13 km SSE of ?çmeler, Turkey",earthquake,,,,,reviewed,isk,isk
2008-08-25T23:17:12.100Z,38.42,21.96,13,2.6,md,4,183.8,,,us,usp000gfj8,2014-11-07T01:36:59.345Z,"11 km ENE of Náfpaktos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T22:52:19.500Z,35.64,23.74,30,3.4,md,9,193.4,,,us,usp000gfj5,2014-11-07T01:36:59.340Z,"11 km NNW of Kolympári, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T20:01:24.900Z,37.96,21.45,24,2.9,md,4,137.6,,,us,usp000gfhr,2014-11-07T01:36:59.297Z,"10 km SE of Várda, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T19:58:25.300Z,36.4,21.8,26,2.8,ml,14,213.3,,,us,usp000gfhq,2014-11-07T01:36:59.295Z,"46 km SSW of Koróni, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T17:26:04.000Z,35.41,25.56,26,2.9,md,6,185.9,,,us,usp000gfhb,2014-11-07T01:36:59.270Z,"11 km NNE of Sísion, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T17:20:18.300Z,35.31,23.65,13,2.9,md,5,237.8,,,us,usp000gfha,2014-11-07T01:36:59.269Z,"9 km NNW of Palaióchora, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T15:51:29.300Z,37.481,35.767,35,3.6,md,6,180.9,,1.27,us,usp000gfh0,2014-11-07T01:36:59.229Z,"5 km WNW of Kozan, Turkey",earthquake,,,,,reviewed,us,isk
2008-08-25T08:08:54.400Z,38.11,21.6,24,2.8,md,4,211.8,,,us,usp000gffu,2014-11-07T01:36:59.084Z,"6 km SE of Káto Acha?a, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T02:57:19.000Z,37.061,29.156,4.8,3.7,ml,16,166.1,,,us,usp000gffb,2014-11-07T01:36:58.969Z,"32 km WSW of Gölhisar, Turkey",earthquake,,,,,reviewed,isk,isk
2008-08-25T01:39:28.200Z,38.31,24.94,32,2.9,ml,5,265.9,,,us,usp000gff3,2014-11-07T01:36:58.888Z,"52 km N of Andros, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-25T01:25:03.600Z,38.27,24.98,42,3.6,m,34,64.7,,,us,usp000gff2,2014-11-07T01:36:58.885Z,"48 km N of Andros, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-24T23:24:48.100Z,42.26,25.86,3,3.3,md,12,232.5,,,us,usp000gfez,2014-11-07T01:36:58.879Z,"7 km SW of Radnevo, Bulgaria",earthquake,,,,,reviewed,ath,ath
2008-08-24T22:52:51.000Z,37.063,29.194,5,4,ml,24,80.6,,,us,usp000gfex,2014-11-07T01:36:58.875Z,"Western Turkey",earthquake,,,,,reviewed,isk,the
2008-08-24T18:22:12.400Z,38.3,21.87,13,3.2,md,7,92.1,,,us,usp000gfee,2014-11-07T01:36:58.835Z,"4 km NE of Áno Kastrítsi, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-24T15:50:27.000Z,34.81,24.99,20,3.2,md,6,223.8,,,us,usp000gfe7,2014-11-07T01:36:58.822Z,"26 km SW of Pýrgos, Greece",earthquake,,,,,reviewed,ath,ath
2008-08-24T14:53:34.700Z,41.43,21.31,20,3.3,md,5,314.3,,,us,usp000gfe4,2014-11-07T01:36:58.810Z,"1 km SSW of Lažani, North Macedonia",earthquake,,,,,reviewed,ath,ath
2008-08-24T14:31:22.500Z,38.14,21.62,22,3.3,md,10,97.8,,,us,usp000gfe3,2014-11-07T01:36:58.809Z,"4 km WSW of Vrachnaíika, Greece",earthquake,,,,,reviewed,ath,ath
